#
#  conversion from RegDef.txt for
#   input design        = ppe
#   input design level  = 2
#

SECTION BITS

#design    dlevel   dir  reg_name                                           field_name                                                   format  ext_addr   rw           startbit  numbits  scope      rlm_name                                           clk_type  scanring  reset_val                                                              reset_sig  parity  pulse  reg_name_txt                                       description                                                                                        
#========= ======== ==== ================================================== ============================================================ ======= ========== ============ ========= ======== ========== ================================================== ========= ========= ====================================================================== ========== ======= ====== ================================================== =================================================================================================== 
ppe        2        rx   rx_ppe_stat13_pl                                   rx_dfe_coef_h1                                               gcr     000001100  ROX          0         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    no      na     Register                                           "DFE H1 Coefficient (method 1 or method 2 calculated) for the lane"                                 
ppe        2        rx   rx_ppe_stat13_pl                                   rx_loff_ad_n000                                              gcr     000001100  ROX          8         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    no      na     Register                                           "Latch offset (including path offset) of DAC (rx_ad_latch_dac_n000) used for DFE Fast measurements" 
ppe_alias  2        rx   rx_ppe_stat14_pl                                   rx_dfe_coef_5_2_3_4_alias                                    gcr     000001101  ROX          0         16       per-lane   "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    no      na     Register                                           "Alias of DFE (method 2) Coefficient 5_2, 3_4 for the lane"                                         
ppe        2        rx   rx_ppe_stat14_pl                                   rx_dfe_coef_5_2                                              gcr     000001101  ROX          0         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    no      na     Register                                           "DFE (method 2) Coefficient 5_2 for the lane"                                                       
ppe        2        rx   rx_ppe_stat14_pl                                   rx_dfe_coef_3_4                                              gcr     000001101  ROX          8         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    no      na     Register                                           "DFE (method 2) Coefficient 3_4 for the lane"                                                       
ppe        2        rx   rx_ppe_stat15_pl                                   rx_a_before_loff_n000                                        gcr     000001110  ROX          0         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    no      na     Register                                           "Latch offset of DAC at dccal (rx_ad_latch_dac_n000) used for vga path offset measurements in recal (Gen 3)"
ppe        2        rx   rx_ppe_stat15_pl                                   rx_b_before_loff_n000                                        gcr     000001110  ROX          8         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    no      na     Register                                           "Latch offset of DAC at dccal (rx_bd_latch_dac_n000) used for vga path offset measurements in recal (Gen 3)"
ppe        2        rx   rx_ppe_stat16_pl                                   rx_margin_voltage_offset                                     gcr     000001111  ROX          0         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "PCIe RX voltage margining offset value used for restoring latch offsets"                           
ppe        2        rx   rx_ppe_stat16_pl                                   rx_margin_timing_offset                                      gcr     000001111  ROX          8         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "PCIe RX timgin margining offset value use for restoring PRs"                                       
ppe        2        tx   tx_ppe_mode1_pg                                    tx_bist_dcc_i_min                                            gcr     110000001  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      10000000                                                               ioreset    yes     na     Register                                           "Duty cycle correction, I phase minimum value; values below this will fail; 2s complement"          
ppe        2        tx   tx_ppe_mode1_pg                                    tx_bist_dcc_i_max                                            gcr     110000001  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      01111111                                                               ioreset    yes     na     Register                                           "Duty cycle correction, I phase maximum value; values above this will fail; 2s complement"          
ppe        2        tx   tx_ppe_mode2_pg                                    tx_bist_dcc_q_min                                            gcr     110000010  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      10000000                                                               ioreset    yes     na     Register                                           "Duty cycle correction, Q phase minimum value; values below this will fail; 2s complement"          
ppe        2        tx   tx_ppe_mode2_pg                                    tx_bist_dcc_q_max                                            gcr     110000010  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      01111111                                                               ioreset    yes     na     Register                                           "Duty cycle correction, Q phase maximum value; values above this will fail; 2s complement"          
ppe        2        rx   rx_ppe_mode3_pg                                    rx_eo_converged_end_count                                    gcr     110000011  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0010                                                                   ioreset    yes     na     Register                                           "RX eye optimization Covergence counter end value--number of times through the vga + CTLE peaking substeps before giving up\n0000:16 \n0001: 1 \n0010:2  \n0011: 3 \n0100: 4 \n0101: 5 \n0110:6 \n0111:7  \n1000:8  \n1001:9   \n1010:10  \n1011:11  \n1100:12 \n1101:13 \n1110:14 \n1111:15 \nRJR"
ppe        2        rx   rx_ppe_mode3_pg                                    rx_hist_min_eye_width_mode                                   gcr     110000011  RWX          4         2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "RX Historic Eye Width and Height Minimum measurement mode \n00: Check all lanes on bus\n01: Check only the designated rx_hist_min_eye_width_lane and  rx_hist_min_eye_height_lane \n10: unused \n11: unused"
ppe        2        rx   rx_ppe_mode3_pg                                    rx_amp_gain_cnt_max                                          gcr     110000011  RWX          8         4        per-group  "dummy_vhdl"                                       slow      func      0100                                                                   ioreset    yes     na     Register                                           "Maximum number of attempts to adjust VGA gain before doing a peaking operation. \n0000:16 \n0001: 1 \n0010:2  \n0011: 3 \n0100: 4 \n0101: 5 \n0110:6 \n0111:7  \n1000:8  \n1001:9   \n1010:10  \n1011:11  \n1100:12 \n1101:13 \n1110:14 \n1111:15 \nRJR"
ppe        2        rx   rx_ppe_mode3_pg                                    rx_disable_bank_pdwn                                         gcr     110000011  RWX          12        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Used to disable powerdown of unused (functionally) bank"                                           
ppe        2        rx   rx_ppe_mode4_pg                                    ppe_thread_lock_sim_mode                                     gcr     110000100  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "When this is 0, the thread lock detection uses the operating interval. Otherwise the interval is 2^ppe_thread_lock_sim_mode microseconds."
ppe        2        rx   rx_ppe_mode4_pg                                    ppe_recal_not_run_sim_mode                                   gcr     110000100  RWX          4         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "When this is 0, the recal not run detections uses the operating interval. Otherwise the interval is 2^ppe_recal_not_run_sim_mode microseconds."
ppe        2        rx   rx_ppe_mode4_pg                                    ppe_thread_time_stress_mode                                  gcr     110000100  RWX          8         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "When this is 1 and fw_stop_thread is 1, the thread enters a mode where busy waits for ~12us before sleeping. IOO threads only (not supported on supervisor thread)."
ppe        2        rx   rx_ppe_mode4_pg                                    ppe_data_rate                                                gcr     110000100  RWX          9         3        per-group  "dummy_vhdl"                                       slow      func      110                                                                    ioreset    yes     na     Register                                           "Operational Data Rate \n000: 2.5Gbps \n001: 5.0Gbps \n010: 8.0Gbps \n011: 16.0Gbps \n100: 21.3Gbps \n101: 25.6Gbps \n110: 32.0Gbps \n 111: 38.4Gbps"
ppe        2        rx   rx_ppe_mode4_pg                                    ppe_channel_loss                                             gcr     110000100  RWX          12        2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "Channel Loss Approx \n00: High Loss \n01: Mid Loss \n 10: Low Loss"                                
ppe        2        rx   rx_ppe_mode4_pg                                    ppe_recal_not_run_disable                                    gcr     110000100  RWX          14        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Set to 1 to disable the recal not run detection on this thread."                                   
ppe        2        rx   rx_ppe_mode5_pg                                    rx_ber_timer_sel_bist                                        gcr     110000101  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      1111                                                                   ioreset    yes     na     Register                                           "Change this ppe register to change rx_ber_timer_sel used in rxbist.  See rx_ber_timer_sel gcr register above for settings"
ppe        2        rx   rx_ppe_mode5_pg                                    rx_ddc_ber_period_sel                                        gcr     110000101  RWX          8         2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "DDC BER Sample Period Selection Control. Conceptually select nominal, short, long BER error accumulation periods as defined in the DDC Documentation.\n0: Nominal\n1: Short\n2: Long"
ppe        2        rx   rx_ppe_mode6_pg                                    rx_dfe_fast_h1_adj                                           gcr     110000110  RWX          0         3        per-group  "dummy_vhdl"                                       slow      func      001                                                                    ioreset    yes     na     Register                                           "Adjust DFE H1 by this amount after fast dfe (ap+an/2).  Signed Twos Complement Value."             
ppe        2        rx   rx_ppe_mode6_pg                                    rx_dfe_full_h1_adj                                           gcr     110000110  RWX          3         3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Adjust DFE H1 by this amount after full dfe (ap+an/2).  Signed Twos Complement Value."             
ppe        2        rx   rx_ppe_mode6_pg                                    rx_dfe_full_mode                                             gcr     110000110  RWX          6         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "Set operation mode for DFE Full calibration \n0: Run DFE Full on all quadrants \n1: Run DFE Full on one quadrant per recal starting with rx_dfe_full_quad and rotating"
ppe        2        rx   rx_ppe_mode6_pg                                    rx_dfe_full_max_error_disable                                gcr     110000110  RWX          7         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "When set, disables servo op at min/max errors during DFE Full."                                    
ppe        2        rx   rx_ppe_mode6_pg                                    ppe_pipe_lane_stress_mode_0_3                                gcr     110000110  RWX          8         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "When a lanes bit is set in this vector, the PIPE command handler will wait for 400us instead of processing commands for the lane."
ppe_alias  2        rx   rx_ppe_mode7_pg                                    rx_ctle_peak_hyst_settings_full_reg                          gcr     110000111  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      1111110000000000                                                       ioreset    yes     na     Register                                           "Alias of full register of CTLE Peak hysteresis settings"                                           
ppe        2        rx   rx_ppe_mode7_pg                                    rx_ctle_peak1_hyst_limit                                     gcr     110000111  RWX          0         3        per-group  "dummy_vhdl"                                       slow      func      111                                                                    ioreset    yes     na     Register                                           "The unsigned hysteresis/averaging rollover limit for CTLE Peak1"                                   
ppe        2        rx   rx_ppe_mode7_pg                                    rx_ctle_peak2_hyst_limit                                     gcr     110000111  RWX          3         3        per-group  "dummy_vhdl"                                       slow      func      111                                                                    ioreset    yes     na     Register                                           "The unsigned hysteresis/averaging rollover limit for CTLE Peak2"                                   
ppe        2        rx   rx_ppe_mode7_pg                                    rx_ctle_peak1_hyst_delta_mode                                gcr     110000111  RWX          6         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "CTLE Peak1 Hysteresis Delta Mode.  0 = hysteresis count is increased on result delta > 1 only. 1 = hysteresis count is increased on any result delta."
ppe        2        rx   rx_ppe_mode7_pg                                    rx_ctle_peak2_hyst_delta_mode                                gcr     110000111  RWX          7         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "CTLE Peak2 Hysteresis Delta Mode.  0 = hysteresis count is increased on result delta > 1 only. 1 = hysteresis count is increased on any result delta."
ppe        2        tx   tx_ppe_mode9_pg                                    tx_detectrx_ovr_en_0_15                                      gcr     110001000  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "per-bit, bits 0-15 0: Return result of txdetect HW to pipe; 1: Return tx_detectrx_ovr to pipe"     
ppe_alias  2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_full_reg                                        gcr     110001001  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      1110111100000000                                                       ioreset    yes     na     Register                                           "RX eye optimization Step Control Full Register Alias"                                              
ppe_alias  2        rx   rx_ppe_mode9_pg                                    rx_eo_step_cntl_opt_alias                                    gcr     110001001  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      11101111                                                               ioreset    yes     na     Register                                           "RX eye optimization Step Control OPT Alias"                                                        
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_vga_cal                                         gcr     110001001  RWX          0         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX eye optimization VGA Gain"                                                                      
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_edge_offset_cal                                 gcr     110001001  RWX          1         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX eye optimization Edge latch offset (live data) adjust enable and path offset adjust enable"     
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_ctle_peak_cal                                   gcr     110001001  RWX          2         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX eye optimization CTLE Peaking adjust enable"                                                    
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_lte_cal                                         gcr     110001001  RWX          3         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "RX eye optimization LTE adjust enable"                                                             
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_dfe_cal                                         gcr     110001001  RWX          4         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX eye optimization DFE H1-H3 adjust enable (Fast DFE Mode)"                                       
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_ddc                                             gcr     110001001  RWX          5         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX eye optimization Dynamic data centering enable"                                                 
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_bank_sync                                       gcr     110001001  RWX          6         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX eye optimization Bank Synchronization enable"                                                   
ppe        2        rx   rx_ppe_mode9_pg                                    rx_eo_enable_quad_phase_cal                                  gcr     110001001  RWX          7         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX eye optimization Quad phase adjust enable"                                                      
ppe_alias  2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_full_reg                                        gcr     110001010  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      1110110110000000                                                       ioreset    yes     na     Register                                           "RX recalibration    Step Control Full Reg Alias"                                                   
ppe_alias  2        rx   rx_ppe_mode10_pg                                   rx_rc_step_cntl_opt_alias                                    gcr     110001010  RWX          0         9        per-group  "dummy_vhdl"                                       slow      func      111011011                                                              ioreset    yes     na     Register                                           "RX recalibration    Step Control OPT Alias"                                                        
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_vga_cal                                         gcr     110001010  RWX          0         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX recalibration    VGA Gain and path offset adjust enable"                                        
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_edge_offset_cal                                 gcr     110001010  RWX          1         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX recalibration    Edge latch offset (live data) adjust enable"                                   
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_ctle_peak_cal                                   gcr     110001010  RWX          2         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX recalibration    CTLE Peaking adjust enable"                                                    
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_lte_cal                                         gcr     110001010  RWX          3         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "RX recalibration    LTE adjust enable"                                                             
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_dfe_cal                                         gcr     110001010  RWX          4         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX recalibration    DFE H1-H3 adjust enable (Full DFE Mode)"                                       
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_ddc                                             gcr     110001010  RWX          5         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX recalibration    Dynamic data centering enable"                                                 
ppe        2        rx   rx_ppe_mode10_pg                                   tx_rc_enable_dcc                                             gcr     110001010  RWX          6         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "RX recalibration    TX duty cycle correction enable"                                               
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_bank_sync                                       gcr     110001010  RWX          7         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX recalibration    Bank Synchronization enable"                                                   
ppe        2        rx   rx_ppe_mode10_pg                                   rx_rc_enable_quad_phase_cal                                  gcr     110001010  RWX          8         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX recalibration    Quad phase adjust enable"                                                      
ppe        2        rx   rx_ppe_mode11_pg                                   ppe_lte_hysteresis                                           gcr     110001011  RWX          0         3        per-group  "dummy_vhdl"                                       slow      func      010                                                                    ioreset    yes     na     Register                                           "LTE cal step config - hysteresis limit for recal. If the change is less than or equal to this setting, the previous value is restored."
ppe        2        rx   rx_ppe_mode11_pg                                   ppe_eoff_edge_hysteresis                                     gcr     110001011  RWX          3         3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "For recal only, edge offset change hysteresis margin. The value restricts the change to dac value in recal for edge offset. Is the delta of before and after in range this register value, if so no change"
ppe        2        rx   rx_ppe_mode11_pg                                   rx_dfe_clkadj_coeff                                          gcr     110001011  RWX          6         7        per-group  "dummy_vhdl"                                       slow      func      0010100                                                                ioreset    yes     na     Register                                           "Coefficient K used by PPE in DFE clock adjust calculation. Twos comp."                             
ppe_alias  2        rx   rx_ppe_mode11_pg                                   ppe_lte_gain_zero_disable_alias                              gcr     110001011  RWX          13        2        per-group  "dummy_vhdl"                                       slow      func      01                                                                     ioreset    yes     na     Register                                           "Alias of disables for the LTE Gain and Zero sub-steps."                                            
ppe        2        rx   rx_ppe_mode11_pg                                   ppe_lte_gain_disable                                         gcr     110001011  RWX          13        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Disable the LTE Gain sub-step."                                                                    
ppe        2        rx   rx_ppe_mode11_pg                                   ppe_lte_zero_disable                                         gcr     110001011  RWX          14        1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "Disable the LTE Zero sub-step."                                                                    
ppe        2        rx   rx_ppe_mode11_pg                                   rx_ctle_start_at_zero_disable                                gcr     110001011  RWX          15        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "When 0, the first run of CTLE will start the peak servo ops at 0.  When 1, the peak servo ops will start at the preset."
ppe        2        tx   tx_ppe_mode3_pg                                    tx_bist_dcc_iq_min                                           gcr     110001100  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      11100001                                                               ioreset    yes     na     Register                                           "Duty cycle correction, IQ phase minimum value; values below this will fail; 2s complement, range of IQ dac is -15 to +16"
ppe        2        tx   tx_ppe_mode3_pg                                    tx_bist_dcc_iq_max                                           gcr     110001100  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      00100000                                                               ioreset    yes     na     Register                                           "Duty cycle correction, IQ phase maximum value; values above this will fail; 2s complement, range of IQ dac is -15 to +16"
ppe_alias  2        rx   rx_ppe_mode13_pg                                   rx_dc_enable_full_reg                                        gcr     110001101  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      1100000000000000                                                       ioreset    yes     na     Register                                           "RX DC Step Control Full Reg Alias"                                                                 
ppe_alias  2        rx   rx_ppe_mode13_pg                                   rx_dc_step_cntl_opt_alias                                    gcr     110001101  RWX          0         2        per-group  "dummy_vhdl"                                       slow      func      11                                                                     ioreset    yes     na     Register                                           "RX DC Step Control OPT Alias"                                                                      
ppe        2        rx   rx_ppe_mode13_pg                                   rx_dc_enable_latch_offset_cal                                gcr     110001101  RWX          0         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX DC cal eye optimization latch offset adjustment. There are individual substep enables for banks A and B."
ppe        2        rx   rx_ppe_mode13_pg                                   tx_dc_enable_dcc                                             gcr     110001101  RWX          1         1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "RX DC cal TX duty cycle correction enable"                                                         
ppe        2        rx   rx_ppe_mode14_pg                                   rx_min_recal_cnt                                             gcr     110001110  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0011                                                                   ioreset    yes     na     Register                                           "Number of recals that must be done (on Bank B) before allowing bank swapping on a lane."           
ppe        2        rx   rx_ppe_mode14_pg                                   rx_dfe_hyst_min_recal_cnt                                    gcr     110001110  RWX          4         5        per-group  "dummy_vhdl"                                       slow      func      01011                                                                  ioreset    yes     na     Register                                           "Total number of recals that must be done on a lane before DFE Full hysteresis is enabled."         
ppe_alias  2        rx   rx_ppe_mode14_pg                                   rx_ctle_peak1_peak2_cal_disable_alias                        gcr     110001110  RWX          9         2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "Alias of disables for the CTLE Peak1 and Peak2 sub-steps."                                         
ppe        2        rx   rx_ppe_mode14_pg                                   rx_ctle_peak1_cal_disable                                    gcr     110001110  RWX          9         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Disable the CTLE Peak1 sub-step."                                                                  
ppe        2        rx   rx_ppe_mode14_pg                                   rx_ctle_peak2_cal_disable                                    gcr     110001110  RWX          10        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Disable the CTLE Peak2 sub-step."                                                                  
ppe        2        rx   rx_ppe_mode14_pg                                   rx_ddc_min_err_lim                                           gcr     110001110  RWX          11        3        per-group  "dummy_vhdl"                                       slow      func      010                                                                    ioreset    yes     na     Register                                           "DDC Minimum Error Checking Threshold for edge detection. This translates into rx_ber_timer_sel encodes used during DDC search edge check. See Workbook DDC section."
ppe        2        rx   rx_ppe_mode14_pg                                   rx_ddc_hysteresis                                            gcr     110001110  RWX          14        2        per-group  "dummy_vhdl"                                       slow      func      01                                                                     ioreset    yes     na     Register                                           "DDC Clock offset change hysteresis margin. The value restricts a change in mini-PR position unless it deviates from its current long-term position by this amount. See definition of rx_ddc_hist_left_edge."
ppe        2        tx   tx_ppe_mode4_pg                                    tx_bist_hs_dac_thresh_min                                    gcr     110001111  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      01100000                                                               ioreset    yes     na     Register                                           "Low threshold loaded into tx_tdr_dac_cntl during HS bist to check for too-low duty cycle."         
ppe        2        tx   tx_ppe_mode4_pg                                    tx_bist_hs_dac_thresh_max                                    gcr     110001111  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      10100000                                                               ioreset    yes     na     Register                                           "High threshold loaded into tx_tdr_dac_cntl during HS bist to check for too-high duty cycle."       
ppe        2        rx   rx_ppe_mode15_pg                                   rx_vga_jump_target                                           gcr     110010000  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      01000001                                                               ioreset    yes     na     Register                                           "Program to set value for jump table  default is 300mV at 4.6mV steps"                              
ppe        2        rx   rx_ppe_mode15_pg                                   rx_vga_amax_target                                           gcr     110010000  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      01000001                                                               ioreset    yes     na     Register                                           "Program to set value for init Amax target default is 300mV at 4.6mV steps"                         
ppe        2        rx   rx_ppe_mode16_pg                                   rx_vga_recal_max_target                                      gcr     110010001  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      01001100                                                               ioreset    yes     na     Register                                           "Program to set value for recal max target default is 300mV +10 percent at 4.6mV steps"             
ppe        2        rx   rx_ppe_mode16_pg                                   rx_vga_recal_min_target                                      gcr     110010001  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      00111000                                                               ioreset    yes     na     Register                                           "Program to set value for recal min target default is 300mV -10 percent at 4.6mV steps"             
ppe        2        tx   tx_ppe_mode7_pg                                    tx_detectrx_ovr_val_0_15                                     gcr     110010010  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      1111111111111111                                                       ioreset    yes     na     Register                                           "per-bit, bits 0-15 Detectrx status returned when tx_detectrx_en is set to 1"                       
ppe        2        tx   tx_ppe_mode8_pg                                    tx_detectrx_ovr_val_16_23                                    gcr     110010011  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      11111111                                                               ioreset    yes     na     Register                                           "per-bit, bits 16-23 Detectrx status returned when tx_detectrx_en is set to 1"                      
